category,test,engine,N,sample,energy_uj,time_s,mem_kb
substring,baseline,sm,4194304,2,1057614,0.0565046,24320
substring,baseline,sm,4194304,3,980893,0.0537096,24448
substring,baseline,sm,4194304,4,996458,0.0538532,23936
substring,baseline,sm,4194304,5,996152,0.0539177,24064
substring,baseline,sm,4194304,6,998288,0.0537096,23936
substring,baseline,sm,4194304,7,1013609,0.0538673,24192
substring,baseline,sm,4194304,8,1077329,0.0564854,24448
substring,baseline,sm,4194304,9,1001706,0.0537925,23936
substring,baseline,sm,4194304,10,1065915,0.0563579,23808
substring,baseline,sm,8388608,1,1622005,0.0883139,23936
substring,baseline,sm,8388608,2,1599483,0.088149,24448
substring,baseline,sm,8388608,3,1599789,0.0882342,24320
substring,baseline,sm,8388608,4,1607296,0.088034,24320
substring,baseline,sm,8388608,5,1601558,0.0880901,24448
substring,baseline,sm,8388608,6,1626095,0.0880558,24192
substring,baseline,sm,8388608,7,1604366,0.0880466,24064
substring,baseline,sm,8388608,8,1609066,0.088107,24448
substring,baseline,sm,8388608,9,1605342,0.0879808,23936
substring,baseline,sm,8388608,10,1605037,0.0883482,23808
substring,baseline,sm,16777216,1,2799676,0.156734,24320
substring,baseline,sm,16777216,2,2825127,0.156743,24192
substring,baseline,sm,16777216,3,2821221,0.156592,24064
substring,baseline,sm,16777216,4,2826287,0.156741,24320
substring,baseline,sm,16777216,5,2814874,0.156681,24192
substring,baseline,sm,16777216,6,2809991,0.156713,24320
substring,baseline,sm,16777216,7,2848076,0.15675,24320
substring,baseline,sm,16777216,8,2836540,0.15659,23936
substring,baseline,sm,16777216,9,2808343,0.156498,24192
substring,baseline,sm,16777216,10,2809441,0.156701,24192
substring,baseline,sm,33554432,1,5266344,0.293731,24192
substring,baseline,sm,33554432,2,5254320,0.293814,24192
substring,baseline,sm,33554432,3,5231309,0.293647,24064
substring,baseline,sm,33554432,4,5238145,0.293619,24320
substring,baseline,sm,33554432,5,5707749,0.314069,24320
substring,baseline,sm,33554432,6,5266283,0.293684,24192
substring,baseline,sm,33554432,7,5276354,0.293584,24192
substring,baseline,sm,33554432,8,5682725,0.314289,24064
substring,baseline,sm,33554432,9,5231432,0.293837,24320
substring,baseline,sm,33554432,10,5229295,0.293725,24320
substring,baseline,sm,67108864,1,10122899,0.567679,24192
substring,baseline,sm,67108864,2,10132604,0.567865,24192
substring,baseline,sm,67108864,3,10095311,0.567791,24320
substring,baseline,sm,67108864,4,10094762,0.567678,24320
substring,baseline,sm,67108864,5,10093175,0.56761,24064
substring,baseline,sm,67108864,6,10091039,0.567715,24320
substring,baseline,sm,67108864,7,10112950,0.567624,24192
substring,baseline,sm,67108864,8,10121251,0.567774,24192
substring,baseline,sm,67108864,9,10110814,0.567611,24320
substring,baseline,sm,67108864,10,10117039,0.567749,24064
substring,baseline,sm,134217728,1,19839610,1.11561,24320
substring,baseline,sm,134217728,2,19836619,1.11559,24320
substring,baseline,sm,134217728,3,19835338,1.11595,24192
substring,baseline,sm,134217728,4,19815317,1.11585,24064
substring,baseline,sm,134217728,5,21851201,1.19818,24320
substring,baseline,sm,134217728,6,19830760,1.11641,24320
substring,baseline,sm,134217728,7,19880076,1.11572,24320
substring,baseline,sm,134217728,8,19823313,1.11563,24320
substring,baseline,sm,134217728,9,19857005,1.11602,24064
substring,baseline,sm,134217728,10,19847361,1.1162,24192
substring,baseline,sm,268435456,1,39292563,2.21156,24192
substring,baseline,sm,268435456,2,39269309,2.21151,24192
substring,baseline,sm,268435456,3,39258810,2.21171,24064
substring,baseline,sm,268435456,4,39783711,2.2121,24192
substring,baseline,sm,268435456,5,39283774,2.2115,24192
substring,baseline,sm,268435456,6,39317526,2.21173,24320
substring,baseline,sm,268435456,7,39271262,2.21156,24192
substring,baseline,sm,268435456,8,39290244,2.21176,24064
substring,baseline,sm,268435456,9,39285177,2.21173,24192
substring,baseline,sm,268435456,10,39304465,2.21169,24064
substring,baseline,sm,536870912,1,78122907,4.40328,23936
substring,baseline,sm,536870912,2,78112104,4.40333,24064
substring,baseline,sm,536870912,3,78121749,4.40314,24064
substring,baseline,sm,536870912,4,85107448,4.73422,23936
substring,baseline,sm,536870912,5,78143233,4.4034,24192
substring,baseline,sm,536870912,6,78207625,4.40347,24320
substring,baseline,sm,536870912,7,78141341,4.40332,24192
substring,baseline,sm,536870912,8,78188459,4.40413,24320
substring,baseline,sm,536870912,9,78175825,4.40346,24192
substring,baseline,sm,536870912,10,78578779,4.40338,24192
substring,baseline,sm,1073741824,1,155993070,8.78679,24064
substring,baseline,sm,1073741824,2,156324063,8.79498,23936
substring,baseline,sm,1073741824,3,155876615,8.78668,24320
substring,baseline,sm,1073741824,4,155858243,8.78753,24320
substring,baseline,sm,1073741824,5,170108207,9.45013,24320
substring,baseline,sm,1073741824,6,156008512,8.78715,24320
substring,baseline,sm,1073741824,7,157083704,8.78748,23808
substring,baseline,sm,1073741824,8,156763087,8.78653,23680
substring,baseline,sm,1073741824,9,155924954,8.78673,24192
substring,baseline,sm,1073741824,10,169129450,9.44152,24320
substring,charAt,sm,1024,1,362060,0.0189581,22400
substring,charAt,sm,1024,2,357299,0.0188577,22528
substring,charAt,sm,1024,3,366271,0.0189471,22400
substring,charAt,sm,1024,4,359741,0.0189665,22400
substring,charAt,sm,1024,5,363036,0.0190157,22400
substring,charAt,sm,1024,6,378905,0.0191434,22656
substring,charAt,sm,1024,7,366210,0.0187983,22400
substring,charAt,sm,1024,8,366393,0.0189875,22272
substring,charAt,sm,1024,9,367491,0.0187343,22400
substring,charAt,sm,1024,10,363586,0.018763,22528
substring,charAt,sm,2048,1,366149,0.0190766,22656
substring,charAt,sm,2048,2,363341,0.0189821,22784
substring,charAt,sm,2048,3,362975,0.0189443,22656
substring,charAt,sm,2048,4,361450,0.018912,22656
substring,charAt,sm,2048,5,363647,0.019116,22784
substring,charAt,sm,2048,6,364318,0.0191017,22656
substring,charAt,sm,2048,7,362060,0.0189373,22656
substring,charAt,sm,2048,8,358153,0.019221,22400
substring,charAt,sm,2048,9,366455,0.0190886,22912
substring,charAt,sm,2048,10,366515,0.0190188,22528
substring,charAt,sm,4096,1,363707,0.0194532,23040
substring,charAt,sm,4096,2,361266,0.018974,23296
substring,charAt,sm,4096,3,363525,0.0191183,23424
substring,charAt,sm,4096,4,363097,0.0193137,23040
substring,charAt,sm,4096,5,368957,0.0191296,23296
substring,charAt,sm,4096,6,361449,0.0190907,23424
substring,charAt,sm,4096,7,382811,0.0195167,23040
substring,charAt,sm,4096,8,364318,0.018891,23040
substring,charAt,sm,4096,9,363036,0.019061,23168
substring,charAt,sm,4096,10,362792,0.0190738,23424
substring,charAt,sm,8192,1,362304,0.0191808,24064
substring,charAt,sm,8192,2,367614,0.0191263,24064
substring,charAt,sm,8192,3,383666,0.019198,23936
substring,charAt,sm,8192,4,359191,0.0194488,23936
substring,charAt,sm,8192,5,370909,0.0191867,24320
substring,charAt,sm,8192,6,381103,0.0194703,23936
substring,charAt,sm,8192,7,366515,0.0192376,24192
substring,charAt,sm,8192,8,364989,0.0192694,24064
substring,charAt,sm,8192,9,387450,0.0192371,24064
substring,charAt,sm,8192,10,385436,0.0196521,23808
substring,charAt,sm,16384,1,385009,0.0193275,24192
substring,charAt,sm,16384,2,366759,0.0193144,23936
substring,charAt,sm,16384,3,365478,0.0193638,23936
substring,charAt,sm,16384,4,384887,0.0193994,24064
substring,charAt,sm,16384,5,368529,0.0194406,24064
substring,charAt,sm,16384,6,365112,0.0195046,23808
substring,charAt,sm,16384,7,369201,0.0193029,23808
substring,charAt,sm,16384,8,382019,0.0195436,24064
substring,charAt,sm,16384,9,384276,0.0193764,24192
substring,charAt,sm,16384,10,360290,0.0193477,24064
substring,charAt,sm,32768,1,364806,0.0193139,24320
substring,charAt,sm,32768,2,368163,0.0195661,24064
substring,charAt,sm,32768,3,364684,0.0194514,23808
substring,charAt,sm,32768,4,363952,0.0194872,24064
substring,charAt,sm,32768,5,367492,0.0193856,23936
substring,charAt,sm,32768,6,383910,0.0193682,23936
substring,charAt,sm,32768,7,366149,0.0195128,24064
substring,charAt,sm,32768,8,370056,0.0193375,24192
substring,charAt,sm,32768,9,359985,0.0196063,23936
substring,charAt,sm,32768,10,371582,0.0194831,24064
substring,charAt,sm,65536,1,367186,0.0195907,24192
substring,charAt,sm,65536,2,381835,0.0197059,23936
substring,charAt,sm,65536,3,381713,0.0196692,24064
substring,charAt,sm,65536,4,380004,0.019519,24064
substring,charAt,sm,65536,5,368652,0.0195011,24192
substring,charAt,sm,65536,6,380004,0.0196695,24192
substring,charAt,sm,65536,7,364989,0.0195387,23936
substring,charAt,sm,65536,8,375854,0.0197092,24064
substring,charAt,sm,65536,9,370604,0.0194527,23936
substring,charAt,sm,65536,10,373717,0.019785,23808
substring,charAt,sm,131072,1,385925,0.0197151,24192
substring,charAt,sm,131072,2,382507,0.0198359,24064
substring,charAt,sm,131072,3,361510,0.0198538,24192
substring,charAt,sm,131072,4,364807,0.0196815,23936
substring,charAt,sm,131072,5,381896,0.0197824,24064
substring,charAt,sm,131072,6,387999,0.019745,24064
substring,charAt,sm,131072,7,386901,0.0196119,24064
substring,charAt,sm,131072,8,383544,0.0197594,23936
substring,charAt,sm,131072,9,386473,0.0195523,23936
substring,charAt,sm,131072,10,382323,0.0196349,24320
substring,charAt,sm,262144,1,402343,0.0200996,23936
substring,charAt,sm,262144,2,382811,0.0201836,24064
substring,charAt,sm,262144,3,407286,0.0200727,24064
substring,charAt,sm,262144,4,384277,0.0201815,24192
substring,charAt,sm,262144,5,385314,0.0200261,23936
substring,charAt,sm,262144,6,386351,0.0202691,24064
substring,charAt,sm,262144,7,380004,0.0203241,24064
substring,charAt,sm,262144,8,386779,0.0201889,24064
substring,charAt,sm,262144,9,383544,0.0200325,24064
substring,charAt,sm,262144,10,388305,0.0202877,24192
substring,charAt,sm,524288,1,398376,0.021321,24064
substring,charAt,sm,524288,2,399413,0.0208215,24064
substring,charAt,sm,524288,3,402709,0.021033,23936
substring,charAt,sm,524288,4,397338,0.0210071,24064
substring,charAt,sm,524288,5,403075,0.0207355,23936
substring,charAt,sm,524288,6,404540,0.0211822,24192
substring,charAt,sm,524288,7,399474,0.0211172,24064
substring,charAt,sm,524288,8,399291,0.0210883,23936
substring,charAt,sm,524288,9,387206,0.0208576,24064
substring,charAt,sm,524288,10,402709,0.0210632,24192
substring,charAt,sm,1048576,1,422057,0.0228421,23936
substring,charAt,sm,1048576,2,425780,0.0227412,23808
substring,charAt,sm,1048576,3,419432,0.0226488,24064
substring,charAt,sm,1048576,4,423461,0.0225411,24064
substring,charAt,sm,1048576,5,442137,0.0227233,23808
substring,charAt,sm,1048576,6,432921,0.0225731,23936
substring,charAt,sm,1048576,7,441039,0.0228137,24064
substring,charAt,sm,1048576,8,432311,0.0227131,24064
substring,charAt,sm,1048576,9,436523,0.0227174,24064
substring,charAt,sm,1048576,10,432311,0.0225293,24064
substring,charAt,sm,2097152,1,493773,0.0260262,24064
substring,charAt,sm,2097152,2,497435,0.0259858,23936
substring,charAt,sm,2097152,3,500121,0.0260014,24064
substring,charAt,sm,2097152,4,494566,0.0259551,24064
substring,charAt,sm,2097152,5,503478,0.0261243,23808
substring,charAt,sm,2097152,6,494200,0.025749,23936
substring,charAt,sm,2097152,7,496520,0.0260954,23936
substring,charAt,sm,2097152,8,488280,0.0259653,24320
substring,charAt,sm,2097152,9,505553,0.0258048,24064
substring,charAt,sm,2097152,10,493590,0.0259776,24064
substring,charAt,sm,4194304,1,606139,0.0325038,24064
substring,charAt,sm,4194304,2,614379,0.0324933,23936
substring,charAt,sm,4194304,3,613584,0.0326067,24064
substring,charAt,sm,4194304,4,610350,0.0327444,23936
substring,charAt,sm,4194304,5,627440,0.0326121,23936
substring,charAt,sm,4194304,6,607786,0.0324989,23936
substring,charAt,sm,4194304,7,614745,0.0325998,23936
substring,charAt,sm,4194304,8,624449,0.0327724,23808
substring,charAt,sm,4194304,9,621581,0.0326851,23808
substring,charAt,sm,4194304,10,614440,0.0326013,23936
substring,charAt,sm,8388608,1,863767,0.0457889,24064
substring,charAt,sm,8388608,2,874570,0.0458732,23936
substring,charAt,sm,8388608,3,851377,0.0459758,23936
substring,charAt,sm,8388608,4,859739,0.04577,23808
substring,charAt,sm,8388608,5,853147,0.0457713,24064
substring,charAt,sm,8388608,6,850828,0.0456417,24064
substring,charAt,sm,8388608,7,873838,0.0456059,23808
substring,charAt,sm,8388608,8,872618,0.0457452,23936
substring,charAt,sm,8388608,9,860411,0.0456456,24064
substring,charAt,sm,8388608,10,859800,0.0459397,23808
substring,charAt,sm,16777216,1,1316281,0.0719918,24064
substring,charAt,sm,16777216,2,1331967,0.0722148,23808
substring,charAt,sm,16777216,3,1330624,0.0720901,23808
substring,charAt,sm,16777216,4,1331723,0.0720858,23936
substring,charAt,sm,16777216,5,1323911,0.0720689,24192
substring,charAt,sm,16777216,6,1326962,0.0720809,23936
substring,charAt,sm,16777216,7,1338498,0.072127,23936
substring,charAt,sm,16777216,8,1348874,0.0723348,24064
substring,charAt,sm,16777216,9,1326474,0.0719744,23936
substring,charAt,sm,16777216,10,1332882,0.0720712,24064
substring,charAt,sm,33554432,1,2245234,0.12492,23936
substring,charAt,sm,33554432,2,2244196,0.124768,24064
substring,charAt,sm,33554432,3,2261530,0.124668,24064
substring,charAt,sm,33554432,4,2265924,0.124887,24064
substring,charAt,sm,33554432,5,2254206,0.124772,23936
substring,charAt,sm,33554432,6,2237910,0.1246,24064
substring,charAt,sm,33554432,7,2247247,0.125087,23936
substring,charAt,sm,33554432,8,2250727,0.124724,24064
substring,charAt,sm,33554432,9,2249933,0.124813,23808
substring,charAt,sm,33554432,10,2232355,0.125061,24192
substring,charAt,sm,67108864,1,4133657,0.230432,23936
substring,charAt,sm,67108864,2,4121816,0.230214,24320
substring,charAt,sm,67108864,3,4124746,0.230254,23808
substring,charAt,sm,67108864,4,4133412,0.230167,24064
substring,charAt,sm,67108864,5,4105580,0.230261,23808
substring,charAt,sm,67108864,6,4146718,0.230305,23936
substring,charAt,sm,67108864,7,4132070,0.230362,24064
substring,charAt,sm,67108864,8,4113270,0.23026,24192
substring,charAt,sm,67108864,9,4120717,0.230297,23936
substring,charAt,sm,67108864,10,4143300,0.230317,23936
substring,charAt,sm,134217728,1,7869182,0.441078,24064
substring,charAt,sm,134217728,2,7849955,0.440975,24064
substring,charAt,sm,134217728,3,7877726,0.440973,23936
substring,charAt,sm,134217728,4,7863261,0.441036,24064
substring,charAt,sm,134217728,5,7864421,0.441135,24064
substring,charAt,sm,134217728,6,7852580,0.440924,24064
substring,charAt,sm,134217728,7,7864970,0.44097,24064
substring,charAt,sm,134217728,8,7862895,0.440965,24320
substring,charAt,sm,134217728,9,7866862,0.440979,23936
substring,charAt,sm,134217728,10,7855571,0.440952,24192
substring,charAt,sm,268435456,1,15335166,0.862476,24064
substring,charAt,sm,268435456,2,15347007,0.86245,24064
substring,charAt,sm,268435456,3,15330283,0.86229,24064
substring,charAt,sm,268435456,4,15335227,0.862399,24064
substring,charAt,sm,268435456,5,15315207,0.862617,24064
substring,charAt,sm,268435456,6,15338644,0.862807,24064
substring,charAt,sm,268435456,7,15337791,0.862616,24064
substring,charAt,sm,268435456,8,15355796,0.862479,24064
substring,charAt,sm,268435456,9,15342612,0.862684,24064
substring,charAt,sm,268435456,10,15333457,0.862672,24064
substring,charAt,sm,536870912,1,30317000,1.70557,24064
substring,charAt,sm,536870912,2,30296126,1.70556,24064
substring,charAt,sm,536870912,3,30298995,1.70539,23808
substring,charAt,sm,536870912,4,30323408,1.7055,24064
substring,charAt,sm,536870912,5,30311141,1.70615,24064
substring,charAt,sm,536870912,6,30265304,1.70547,24064
substring,charAt,sm,536870912,7,30298567,1.70549,24192
substring,charAt,sm,536870912,8,30295821,1.70586,24320
substring,charAt,sm,536870912,9,30313582,1.70567,23808
substring,charAt,sm,536870912,10,30303999,1.70569,24064
substring,charAt,sm,1073741824,1,60179716,3.39145,23808
substring,charAt,sm,1073741824,2,60239348,3.39154,24192
substring,charAt,sm,1073741824,3,60186247,3.3915,23936
substring,charAt,sm,1073741824,4,60203947,3.3921,24064
substring,charAt,sm,1073741824,5,60197539,3.39135,24064
substring,charAt,sm,1073741824,6,60201934,3.3917,24064
substring,charAt,sm,1073741824,7,60215910,3.39196,23936
substring,charAt,sm,1073741824,8,60186064,3.39238,24192
substring,charAt,sm,1073741824,9,60247404,3.39199,23808
substring,charAt,sm,1073741824,10,60211272,3.39147,23936
substring,substr,sm,1024,1,365844,0.0189658,22528
substring,substr,sm,1024,2,369079,0.0191852,22400
substring,substr,sm,1024,3,364929,0.0189507,22400
substring,substr,sm,1024,4,363830,0.019018,22656
substring,substr,sm,1024,5,356017,0.0190572,22400
substring,substr,sm,1024,6,365539,0.0189583,22528
substring,substr,sm,1024,7,362975,0.0190211,22400
substring,substr,sm,1024,8,365905,0.018985,22400
substring,substr,sm,1024,9,358886,0.0191299,22528
substring,substr,sm,1024,10,361083,0.0190103,22528
substring,substr,sm,2048,1,385192,0.0193815,22912
